dci_name,overall_status,trimester_details/T1,trimester_details/T2,trimester_details/T3,trimester_details/DELIVERY,summary,source_url
ULIPRISTAL,CAUTION,CAUTION,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Aucun effet malformatif retenu chez l'humain. Effet abortif documenté chez l'animal. Contacter le CRAT en cas d'exposition en cours de grossesse.,https://www.lecrat.fr/6271/
USTEKINUMAB,CAUTION,SAFE,CAUTION,CAUTION,CAUTION,Données nombreuses et rassurantes au T1 ; limitées aux T2/T3. Le passage placentaire peut affecter l'immunité néonatale. Surveillance et adaptation des vaccins vivants chez le nouveau-né.,https://www.lecrat.fr/10847/
VACCIN BCG,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,Vaccin BCG (bactéries vivantes atténuées) : aucun effet retenu si exposition accidentelle. Non recommandé de vacciner en cours de grossesse (bacilles vivants).,https://www.lecrat.fr/9505/
VACCIN CONTRE L'HEPATITE B,SAFE,SAFE,SAFE,SAFE,SAFE,Vaccin inactivé : très nombreuses données rassurantes ; aucun effet retenu. Possible de vacciner quel que soit le terme de la grossesse.,https://www.lecrat.fr/9574/
VACCIN D,SAFE,SAFE,SAFE,SAFE,SAFE,Vaccin diphtérique (inactivé) : très nombreuses données rassurantes. Possible de vacciner quel que soit le terme de la grossesse.,https://www.lecrat.fr/9526/
VACCIN PNEUMOCOCCIQUE,SAFE,SAFE,SAFE,SAFE,SAFE,Vaccin inactivé : aucun effet retenu. Possible de vacciner quel que soit le terme de la grossesse.,https://www.lecrat.fr/9581/
VACCIN R,CAUTION,CAUTION,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Vaccin rubéole (virus vivants atténués) : non recommandé en cours de grossesse. Un seul cas de rubéole congénitale sur >6000 expositions accidentelles. Contacter un CPDPN si exposition au T1.,https://www.lecrat.fr/9638/
VANCOMYCINE,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"Aucune donnée au T1 ; aucun effet rénal/auditif néonatal retenu aux T2/T3. Préférer pour les glycopeptides ; en cas de traitement prolongé, surveiller l'audition néonatale.",https://www.lecrat.fr/13364/
VASELINE,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,Huile de paraffine (= vaseline) : aucun effet retenu mais utilisation prolongée déconseillée. On préférera un laxatif osmotique ou mucilage ; utilisation ponctuelle acceptable si nécessaire.,https://www.lecrat.fr/8787/
VILANTEROL,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"Aucune donnée clinique disponible ; aucun effet retenu. Si possible, préférer une alternative mieux connue en cours de grossesse. Si indispensable, envisageable.",https://www.lecrat.fr/8014/
VORICONAZOLE,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,Données insuffisantes ; la page renvoie à contacter le CRAT en cas d'exposition pendant la grossesse.,https://www.lecrat.fr/10229/
ZOLPIDEM,CAUTION,SAFE,CAUTION,CAUTION,CAUTION,Aucun effet malformatif retenu. Possibles effets sédatifs/hypotonie/syndrome de sevrage néonatal si utilisé jusqu'à l'accouchement. Durée la plus brève possible.,https://www.lecrat.fr/3536/
ACIDE NALIDIXIQUE,CAUTION,SAFE,CAUTION,CAUTION,CAUTION,"Quinolone : aucune preuve de tératogénicité. Effets secondaires graves possibles (articulations, système nerveux) ; prescrit uniquement si pas d'alternative. Surveillance fœtale standard.",https://www.medicinesinpregnancy.org/leaflets-a-z/nalidixic-acid/
BECLOMETHASONE,SAFE,SAFE,SAFE,SAFE,SAFE,Corticoïde inhalé : aucune preuve de risque pour le bébé. Doit être poursuivi pendant la grossesse pour contrôler l'asthme.,https://www.medicinesinpregnancy.org/leaflets-a-z/beclometasone/
BIPENICILLINE,SAFE,SAFE,SAFE,SAFE,SAFE,Pénicilline : aucun risque pour le bébé. Peut être utilisée quel que soit le terme si recommandée par le médecin.,https://www.medicinesinpregnancy.org/leaflets-a-z/penicillins/
CHLORPHENAMINE,SAFE,SAFE,SAFE,SAFE,SAFE,Chlorphénamine : les données disponibles ne suggèrent pas de risque pour la mère ou le bébé en cours de grossesse.,https://www.medicinesinpregnancy.org/leaflets-a-z/chlorphenamine/
CHOLESTYRAMINE,SAFE,SAFE,SAFE,SAFE,SAFE,Colestytramine : non absorbée par le tube digestif. Peut être utilisée en cours de grossesse ; surveiller les vitamines liposolubles et la coagulation.,https://www.medicinesinpregnancy.org/leaflets-a-z/colestyramine/
EVEROLIMUS,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,Très peu de données chez la femme enceinte ; aucun problème évident signalé mais données insuffisantes. Peut être utilisé si recommandé par un spécialiste ; surveillance renforcée.,https://www.medicinesinpregnancy.org/leaflets-a-z/everolimus/
HB,SAFE,SAFE,SAFE,SAFE,SAFE,Vaccin hépatite B (inactivé) : aucun risque connu. Recommandé chez la femme enceinte exposée. Peut être administré quel que soit le terme.,https://www.medicinesinpregnancy.org/leaflets-a-z/hepatitis-b-vaccine/
IMATINIB,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,Possible tableau polymalformatif dans de rares cas au T1 ; arrêt/continuation à évaluer par le spécialiste. Surveillance morphologique renforcée recommandée.,https://www.medicinesinpregnancy.org/leaflets-a-z/imatinib/
INTERFERON BETA-1A,SAFE,SAFE,SAFE,SAFE,SAFE,"Interféron bêta : aucun risque pour le bébé, utilisé par de nombreuses femmes pendant la grossesse. Peut être poursuivi si recommandé par le spécialiste.",https://www.medicinesinpregnancy.org/leaflets-a-z/interferon-beta/
LENALIDOMIDE,UNSAFE,UNSAFE,UNSAFE,UNSAFE,UNSAFE,Formellement contre-indiqué pendant toute la grossesse (analogue de la thalidomide). Programme de prévention de la grossesse obligatoire. Risque présumé de malformations graves et de fausses couches.,https://www.medicinesinpregnancy.org/leaflets-a-z/lenalidomide/
MENTHOL,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"Huile essentielle : quantités faibles dans les cosmétiques/aliments non préoccupantes. En usage thérapeutique ou massage aromathérapique, certaines huiles essentielles sont à éviter (risque de contractions utérines hypothétique).",https://www.medicinesinpregnancy.org/leaflets-a-z/menthol/
ONDANSETRONE,CAUTION,CAUTION,SAFE,SAFE,SAFE,"Légère augmentation possible de cardiopathies/fentes palatines rapportée au T1 (risques très faibles, données à confirmer). À partir de 11 SA, pas de préoccupation supplémentaire.",https://www.medicinesinpregnancy.org/leaflets-a-z/ondansetron/
RIBAVIRINE,CAUTION,CAUTION,SAFE,SAFE,SAFE,"Données très limitées ; pas de malformations rapportées mais insuffisamment étudié. Utilisé uniquement si infection virale grave sans alternative. Après le 1er trimestre, pas d'effet malformatif possible.",https://www.medicinesinpregnancy.org/leaflets-a-z/ribavirin/
SILDENAFIL,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,Aucun risque clair identifié. Utilisé uniquement dans l'HTAP pulmonaire en cours de grossesse. Surveillance très rapprochée nécessaire car l'HTAP elle-même est à haut risque.,https://www.medicinesinpregnancy.org/leaflets-a-z/sildenafil/
SIROLIMUS,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,aucun problème évident signalé. Peut être nécessaire si transplantation rénale ou lymphangioleiomyomatose. Consultation spécialisée impérative.,https://www.medicinesinpregnancy.org/leaflets-a-z/sirolimus/
TACILIZUMAB,CAUTION,SAFE,CAUTION,CAUTION,CAUTION,Tocilizumab : aucun effet malformatif retenu. Peut affecter l'immunité néonatale après le T1 (immunosuppression) ; vaccins vivants différés chez le nouveau-né.,https://www.medicinesinpregnancy.org/leaflets-a-z/tocilizumab/
TIGECYCLINE,CAUTION,SAFE,CAUTION,CAUTION,CAUTION,"Tétracycline : aucun effet malformatif au T1. Après 13 SA, risque de coloration des dents de lait ; à éviter sauf si seule option pour une infection grave.",https://www.medicinesinpregnancy.org/leaflets-a-z/tigecycline/
TRASTUZUMAB,UNSAFE,CAUTION,UNSAFE,UNSAFE,UNSAFE,"Non recommandé en cours de grossesse. Utilisé en 2e partie de grossesse, réduit le liquide amniotique (oligohydramnios/anhydramnios) avec risques pulmonaires et rénaux fœtaux graves. Uniquement si bénéfice maternel vital.",https://www.medicinesinpregnancy.org/leaflets-a-z/trastuzumab/
VACCIN CONTRE DE L'HEPATITE A,SAFE,SAFE,SAFE,SAFE,SAFE,Vaccin hépatite A (inactivé) : aucun risque connu. Peut être administré en cours de grossesse si exposition au risque.,https://www.medicinesinpregnancy.org/leaflets-a-z/hepatitis-a-vaccine/
VITAMINE B12,SAFE,SAFE,SAFE,SAFE,SAFE,Vitamine B12 : aucun risque connu. Indispensable en cas de carence pour la santé maternelle et le développement fœtal (prévention des anomalies du tube neural).,https://www.medicinesinpregnancy.org/leaflets-a-z/vitamin-b12/
5 Capped mRNA encoding full length SARS-COV-2 Spike protein,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ABIRATERONE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ABRUS PRECATORIUS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ACHILLEE MILLEFEUILLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ACIDE ASCORBIQUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ACIDE CARGLUMIQUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ACIDE CITRIQU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ACIDE CITRIQUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ACIDE GADOTERIQUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ACIDE LACTIQUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ACIDE NALIDIXIQUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ACIDE PIPEMIDIQUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ACIDE TENOIQUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ACIDE URIDINE-5' TRIPHOSPHORIQUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ACIDE ZOLÃ‰DRONIQUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ACIDES AMINES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ACONITUM NAPELLUS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ACTAEA RACEMOSA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ADENOSINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ADRENALINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
AFLIBERCEPT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
AGALSIDASE BETA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ALCOOL BENZYLIQUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ALCOOL DICHLORO-2 4 BENZYLIQUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ALECTINIB,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ALFENTANIL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ALGINATE DE SODIUM,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ALKYLAMINOETHYLGLYCINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ALLERGENES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ALLIUM CEPA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ALOGLIPTINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ALOGLIPTINE BENZOATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ALPHA-AMYLASE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ALPROSTADIL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ALTEPLASE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
AMYLMETACRESOL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ANASTROZOLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ANIDULAFUNGINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ANTHOCYANOSIDE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ANTHOCYANOSIDES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ANTIMONIATE DE MEGLUMINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
APOMORPHINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
APREMILAST,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ARGININE ASPARTATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ARGININE CHLORHYDRATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ARNICA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ARNICA MONTANA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ARNICA TM,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ARNM CODANT LA PROTÃ‰INE SPIKE (S) VIRALE DU SARS-COV-2,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ASCIMINIB,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ASCORBATE DE CALCIUM,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ASCORBATE DE DL-LYSINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ASPERULE ODORANTE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ATEZOLIZUMAB,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ATOSIBAN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ATRACURIUM,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
AUBEPINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
AVIBACTAM,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
AXITINIB,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
AZACITIDINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
BASILIXIMAB,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
BECLOMETHASONE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
BENDAMUSTINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
BETACAROTENE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
BETASITOSTEROL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
BEVACIZUMAB,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
BICALUTAMIDE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
BICARBONATE DE SODIUM,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
BICLOTYMOL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
BIPENICILLINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
BISMUTH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
BOLDINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
BORTEZOMIB,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
BOSENTAN (MONOHYDRATE),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
BROMOLACTOBIONATE DE CA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
BROMURE DE GLYCOPYRRONIUM,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
BUFLOMEDIL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
BUPIVACAINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
BUSULFAN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
BUTAMIRATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CALCIUM CHLORURE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CALCIUM GLUCONATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CALCIUM LACTATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CALCIUMBRMOLACTOBIONATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CALENDULA OFFICINALIS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CALENDULA TM,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CALFACTANT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CAMPHRE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CAPECITABINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CAPSICUM,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CAPTODIAMINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CARBOPLATINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CARBOXYMALTOSE FERRIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CARMUSTINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CEFDINIR,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CEFTAROLINE FOSAMIL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CETUXIMAB,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CETYLPYRIDINIUM,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CHARBON,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CHELIDONIUM MAJUS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CHLORHYDRATE DE BENDAMUSTINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CHLORHYDRATE DE CARIPRAZINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CHLOROBUTANOL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CHLORPHENAMINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CHOLESTYRAMINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CHOLINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CHONDROITIN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CHONDROITINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CHRE BENZALKONIUM,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CILASTATINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CISATRACURIUM,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CISPLATINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CITRATE MONOPOTASSIQUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CITRATE MONOSODIQUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CITRULLINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CLADRIBINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
COCCULUS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CODEINE CAMPHOSULFONATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CODETHYLINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
COLISTIMETHATE SODIQUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
COLLODION,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CRIZOTINIB,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CROTAMITON,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CUIVRE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CUIVRE SULFATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CYSTEINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CYTARABINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DACARBAZINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DAPAGLIFLOZINE PROPANEDIOL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DAPOXETINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DARATUMUMAB,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DARBEPOETIN ALFA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DASATINIB,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DEFERASIROX,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DEFERIPRONE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DEFEROXAMINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DESFLURANE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DEXKETOPROFENE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DEXMEDETOMINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DEXPANTHENOL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DEXTRAN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DIHYDROERGOCRYPTINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DIHYDROGENOPHOSPHATE DE SODIUM,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DINOPROSTONE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DIOSMINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DIOXYANTHRANOL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DOBUTAMINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DOCETAXEL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DONEPEZIL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DOXORUBICINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Dipropionate de bÃ¨clometasone,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
EAU POUR PREPARATIONS INJECTABLES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ECONAZOLE NITRATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ELECTROLYTES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
EMEDASTINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
EMICIZUMAB,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
EMULSION DE LIPIDES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
