"id","name","overall_status","first_trimester_status","second_trimester_status","third_trimester_status","delivery_status","summary","source_url"
"1746","CHLOROCRESOL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1474","CHLOROTHIAZIDE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","Le chlorothiazide est classé CAUTION en raison d'un profil de risque nécessitant des précautions spécifiques selon le terme de la grossesse. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.","https://www.lecrat.fr/7226/"
"1475","CHLORPROMAZINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à chlorpromazine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre.","https://www.lecrat.fr/3580/"
"1747","CHLORTALIDONE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1748","CHLORTETRACYCLINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1749","CHLORURE DE POTASSIUM","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1750","CHLORURE DE SODIUM","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1751","CICLOPIROXOLAMINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1476","CIMETIDINE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","Le cimetidine est classé CAUTION en raison d'un profil de risque nécessitant des précautions spécifiques selon le terme de la grossesse.","https://www.lecrat.fr/12801/"
"1752","CIPROFIBRATE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1477","CIPROFLOXACINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à ciprofloxacine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Les fluoroquinolones n’ont plus leur place dans le traitement de la cystite aigue de la femme ( .","https://www.lecrat.fr/6630/"
"1478","CITALOPRAM","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à citalopram sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Chez environ 30% des nouveau-nés de mères traitées jusqu’à l’accouchement par un antidépresseur IRSS/IRSNa, des symptômes néonatals, le plus souvent transitoires, peu sévères et de courte durée, peuvent apparaître dans les premiers jours de vie.","https://www.lecrat.fr/3961/"
"1479","CLARITHROMYCINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à clarithromycine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/13419/"
"1753","CLIDINIUM","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1480","CLINDAMYCINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à clindamycine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/6313/"
"1481","CLOBAZAM","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec clobazam en cours de grossesse sont très nombreuses, sans signal de risque malformatif significatif retenu à ce jour.","https://www.lecrat.fr/12497/"
"1482","CLOBETASOL","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec clobetasol en cours de grossesse sont nombreuses, sans signal de risque malformatif significatif retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.","https://www.lecrat.fr/5165/"
"1754","CLOMIFENE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1483","CLOMIPRAMINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec clomipramine en cours de grossesse sont très nombreuses, sans signal de risque malformatif significatif retenu à ce jour. Lors d’utilisations d’imipraminiques à fortes doses jusqu’à l’accouchement, des symptômes néonatals, le plus souvent transitoires et peu sévères, peuvent parfois apparaître dans les premiers jours de vie.","https://www.lecrat.fr/4100/"
"1484","CLONAZEPAM","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à clonazepam sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre.","https://www.lecrat.fr/11239/"
"1755","CLOPIDOGREL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1485","CLORAZEPATE DIPOTASSIQUE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à clorazepate dipotassique sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Aspect néonatal Les benzodiazépines utilisées jusqu’à l’accouchement peuvent entraîner chez le nouveau-né deux types d’évènements transitoires qui peuvent se succéder : Des signes d’imprégnation cf.","https://www.lecrat.fr/3878/"
"1486","CLOTRIMAZOLE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à clotrimazole sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/10189/"
"1487","CLOZAPINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec clozapine en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour.","https://www.lecrat.fr/12027/"
"1488","CODEINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à codeine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Si la codéine est poursuivie jusqu’à l’accouchement, de principe le signaler au pédiatre de maternité car il s’agit d’un opiacé faible (cf.","https://www.lecrat.fr/4478/"
"1489","COLCHICINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à colchicine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/9166/"
"1756","COLECALCIFEROL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1490","COQUELUCHE","SAFE","SAFE","SAFE","SAFE","SAFE","Aucun effet malformatif, fœtal ou néonatal retenu. La vaccination est recommandée entre 20 et 36 SA pour protéger le nouveau-né grâce au transfert placentaire des anticorps maternels.","https://www.lecrat.fr/9429/"
"1491","COTRIMOXAZOLE","CAUTION","CAUTION","SAFE","SAFE","CAUTION","Le cotrimoxazole est classé CAUTION en raison d'un profil de risque nécessitant des précautions spécifiques selon le terme de la grossesse. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.","https://www.lecrat.fr/6660/"
"1492","CROMOGLYCATE DE SODIUM","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à cromoglycate de sodium sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.","https://www.lecrat.fr/4745/"
"1757","CUPRESSACEE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1758","CYANOCOBALAMINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1759","CYCLOPENTOLATE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1493","CYPROHEPTADINE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de cyproheptadine reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.","https://www.lecrat.fr/6794/"
"1760","CYPROTERONE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1494","Cabergoline","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec cabergoline en cours de grossesse sont très nombreuses, sans signal de risque malformatif significatif retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/8978/"
"1761","D. PTERONYSSINUS (100% DPT)","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1762","DALTEPARINE SODIQUE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1698","DANAZOL","UNSAFE","UNSAFE","UNSAFE","UNSAFE","UNSAFE","Le danazol est tératogène et contre-indiqué pendant toute la grossesse, surtout pour les fœtus féminins.","https://www.lecrat.fr/3147/"
"1763","DAPAGLIFLOZINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1764","DELAPRIL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1495","DESLORATADINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à desloratadine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/3662/"
"1765","DESMOPRESSINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1496","DESOGESTREL","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à desogestrel sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.","https://www.lecrat.fr/6224/"
"1497","DESONIDE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec desonide en cours de grossesse sont nombreuses, sans signal de risque malformatif significatif retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.","https://www.lecrat.fr/5170/"
"1766","DETEMIR","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1498","DEXAMETHASONE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec dexamethasone en cours de grossesse sont nombreuses, sans signal de risque malformatif significatif retenu à ce jour.","https://www.lecrat.fr/5021/"
"1499","DEXCHLORPHENIRAMINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à dexchlorpheniramine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/6800/"
"1500","DIAZEPAM","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à diazepam sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Aspect néonatal Les benzodiazépines utilisées jusqu’à l’accouchement peuvent entraîner chez le nouveau-né deux types d’évènements transitoires qui peuvent se succéder : Des signes d’imprégnation cf.","https://www.lecrat.fr/3869/"
"1501","DICLOFENAC","UNSAFE","CAUTION","CAUTION","UNSAFE","CAUTION","Diclofenac est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. Aux stades avancés de la grossesse, le risque de toxicité rénale fœtale et de toxicité cardiovasculaire est également documenté.","https://www.lecrat.fr/15298/"
"1767","DIGOXINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1768","DIHYDROERGOTOXINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1502","DILTIAZEM","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec diltiazem en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour.","https://www.lecrat.fr/9322/"
"1503","DIMETICONE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec dimeticone en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.","https://www.lecrat.fr/12157/"
"1769","DIOSMECTITE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1505","DIPHENHYDRAMINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à diphenhydramine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.","https://www.lecrat.fr/3474/"
"1504","DIPHTERIE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à diphterie sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/9526/"
"1770","DIPYRIDAMOLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1771","DISOPYRAMIDE PHOSPHATE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1506","DOCUSATE SODIQUE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à docusate sodique sont nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/8801/"
"1918","DODECYL-1.4.7 TRIAZA-OCTANE 8 ACIDE ACETIQUE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1919","DODECYL-3-CARBO","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1507","DOMPERIDONE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à domperidone sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/3446/"
"1508","DORZOLAMIDE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec dorzolamide en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.","https://www.lecrat.fr/9981/"
"1772","DOXAZOSINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1509","DOXYCYCLINE","CAUTION","SAFE","CAUTION","CAUTION","CAUTION","Le doxycycline est classé CAUTION en raison d'un profil de risque nécessitant des précautions spécifiques selon le terme de la grossesse. Au premier trimestre, les données disponibles sont rassurantes sur le plan malformatif, aucun effet tératogène n'étant retenu à ce jour.","https://www.lecrat.fr/6396/"
"1773","DUTASTERIDE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1510","DYDROGESTERONE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à dydrogesterone sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.","https://www.lecrat.fr/11321/"
"1774","DYDROGESTRONE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1775","EAU OXYGENEE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1511","ECONAZOLE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec econazole en cours de grossesse sont nombreuses, sans signal de risque malformatif significatif retenu à ce jour. Aucun effet malformatif, foetal ou néonatal attribuable au traitement n’a été rapporté à ce jour.","https://www.lecrat.fr/10272/"
"1512","ELETRIPTAN","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à eletriptan sont nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/10981/"
"1776","EMPAGLIFLOZINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1513","ENALAPRIL","UNSAFE","SAFE","UNSAFE","UNSAFE","CAUTION","Enalapril est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. Aux stades avancés de la grossesse, le risque de toxicité rénale fœtale est également documenté.","https://www.lecrat.fr/7208/"
"1777","ENOXACINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1778","ENOXAPARINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1779","ERGOCALCIFEROL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1780","ERGOTAMINE TARTRATE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1514","ERYTHROMYCINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à erythromycine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. Un risque de sténose du pylore est évoqué chez les nouveau-nés directement traités par érythromycine.","https://www.lecrat.fr/6322/"
"1515","ESCITALOPRAM","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à escitalopram sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Chez environ 30% des nouveau-nés de mères traitées jusqu’à l’accouchement par un antidépresseur IRSS/IRSNa, des symptômes néonatals, le plus souvent transitoires, peu sévères et de courte durée, peuvent apparaître dans les premiers jours de vie.","https://www.lecrat.fr/4018/"
"1516","ESOMEPRAZOLE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à esomeprazole sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/12852/"
"1781","ESSENCE DE TEREBENTHINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1517","ESTRADIOL","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec estradiol en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.","https://www.lecrat.fr/6218/"
"1518","ETHINYLESTRADIOL","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec ethinylestradiol en cours de grossesse sont très nombreuses, sans signal de risque malformatif significatif retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/6225/"
"1519","FAMOTIDINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à famotidine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/12839/"
"1782","FENOFIBRATE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1520","FENOTEROL","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de fenoterol reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.","https://www.lecrat.fr/8070/"
"1783","FENTANYL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1784","FER","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1785","FER3","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1786","FEREDETATE DE SODIUM","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1521","FEXOFENADINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à fexofenadine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/4981/"
"1787","FINASTERIDE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1522","FLECAINIDE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec flecainide en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour.","https://www.lecrat.fr/9320/"
"1788","FLUCLOXACILLINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1523","FLUCONAZOLE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à fluconazole sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre.","https://www.lecrat.fr/10230/"
"1789","FLUDROCORTISONE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1790","FLUOCINONIDE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1524","FLUOROMETHOLONE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec fluorometholone en cours de grossesse sont nombreuses, sans signal de risque malformatif significatif retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.","https://www.lecrat.fr/5070/"
"1525","FLUOXETINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à fluoxetine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Chez environ 30% des nouveau-nés de mères traitées jusqu’à l’accouchement par un antidépresseur IRSS, des symptômes néonatals, le plus souvent transitoires, peu sévères et de courte durée, peuvent apparaître dans les premiers jours de vie.","https://www.lecrat.fr/4025/"
"1526","FLURBIPROFENE","UNSAFE","CAUTION","CAUTION","UNSAFE","CAUTION","Flurbiprofene est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. Aux stades avancés de la grossesse, le risque de toxicité rénale fœtale et de toxicité cardiovasculaire est également documenté.","https://www.lecrat.fr/15293/"
"1527","FLUTICASONE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à fluticasone sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En effet, un asthme mal équilibré peut avoir un effet délétère sur la grossesse/le nouveau-né (prématurité, petit poids de naissance…).","https://www.lecrat.fr/8107/"
"1528","FLUVASTATINE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de fluvastatine reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.","https://www.lecrat.fr/8632/"
"1529","FLUVOXAMINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à fluvoxamine sont nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Ces signes traduisent soit une imprégnation du nouveau-né, soit un syndrome de sevrage.","https://www.lecrat.fr/12211/"
"1530","FORMOTEROL","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à formoterol sont nombreuses et aucun effet malformatif n'est retenu à ce jour. En effet, un asthme mal équilibré peut avoir un effet délétère sur la grossesse/le nouveau-né (prématurité, petit poids de naissance…).","https://www.lecrat.fr/8043/"
"1531","FOSFOMYCINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à fosfomycine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/6678/"
"1532","FRAMYCETINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec framycetine en cours de grossesse sont limitées (quelques cas seulement), sans signal de risque malformatif significatif retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/13362/"
"1533","FROVATRIPTAN","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à frovatriptan sont limitées et aucun effet malformatif n'est retenu à ce jour.","https://www.lecrat.fr/11003/"
"1791","FSH","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1792","FUMARATE DE FER","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1534","FUROSEMIDE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec furosemide en cours de grossesse sont nombreuses, sans signal de risque malformatif significatif retenu à ce jour. Passe le placenta : les concentrations néonatales sont similaires voire supérieures à celles de la mère. Si le traitement est poursuivi jusqu’à l’accouchement, en informer les intervenants prenant en charge le nouveau-né, pour qu’ils puissent adapter la surveillance (ionogramme, diurèse).","https://www.lecrat.fr/11557/"
"1535","GABAPENTINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à gabapentine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Passe le placenta et s’accumule chez le fœtus. A terme, les concentrations plasmatiques néonatales sont proches du double de celles de la mère.","https://www.lecrat.fr/12557/"
